Date,Open,High,Low,Close,Volume
2017-09-27,413.5,414.25,402,404.9,4727360
2017-09-28,406.95,406.95,399,401.4,4850748
2017-09-29,401.4,405,397.4,401.5,7520906
2017-10-03,428,428,415,416,9696920
2017-10-04,417.55,426,412.7,423.55,7663143
2017-10-05,423,425.8,420.1,423.3,4606192
2017-10-06,422,426,416.2,424.85,5308695
2017-10-09,424,432.1,423.05,425.6,4414381
2017-10-10,425.6,428.9,421.4,423.6,5057869
2017-10-11,424.9,424.9,414.1,415.5,4320451
2017-10-12,415.5,421.8,409.35,420.15,5442846
2017-10-13,421,429.3,418.9,424.8,6969434
2017-10-16,426.3,438,425.85,437.05,8476709
2017-10-17,435.75,435.75,430.2,432.3,5135763
2017-10-18,432.25,437.3,426.6,433.2,5539785
2017-10-19,433,433.1,424.25,426.95,1313380
2017-10-23,429.1,430.85,421,422.75,4013418
2017-10-24,422.75,423.8,415.05,416.05,4541742
2017-10-25,421,424.4,415.1,421.95,5666968
2017-10-26,421.7,422.4,417,419.4,6207936
2017-10-27,422.05,434.35,422.05,429.9,7414741
2017-10-30,428.25,440.95,428.25,436.55,7675104
2017-10-31,438.85,438.85,427.3,428.4,6214996
2017-11-01,430.95,439.95,428.45,437.75,7310931
2017-11-02,435.7,440.4,429.9,434.9,8262211
2017-11-03,434,449.35,432.65,447.7,8116263
2017-11-06,445.75,468,443.55,462.9,19456789
2017-11-07,458.2,465.9,450.05,451.85,13266543
2017-11-08,448,455,431.3,438.2,11193613
2017-11-09,442.1,450.9,425.65,440.15,40547266
2017-11-10,438.95,438.95,420,422.55,22534490
2017-11-13,423,427.5,416.1,418.1,9857544
2017-11-14,418.55,421.85,410.65,414.3,8987515
2017-11-15,414.3,417.55,407,408.65,9867270
2017-11-16,411.35,415.9,411.35,413.45,6291441
2017-11-17,419.45,423.45,417,421.8,6191428
2017-11-20,421,425.7,420.1,423,4051153
2017-11-21,424.45,430,422.5,424.25,6745407
2017-11-22,425.45,433,424.5,428.6,7899417
2017-11-23,428.6,431.05,422.45,426.25,7374216
2017-11-24,427,429.95,424.25,425.5,5108182
2017-11-27,423,424.75,417.8,421.4,7946028
2017-11-28,419.8,422.25,414.5,415.95,6217480
2017-11-29,415.9,419.45,412.05,413.95,4327453
2017-11-30,410.4,412.25,402.25,404.15,25646262
2017-12-01,407.9,410.25,396.5,398.9,7959197
2017-12-04,405.8,411.25,401.7,403.65,10043491
2017-12-05,404.55,405.5,396.55,402.25,7144542
2017-12-06,400.2,404,395,397.05,5573968
2017-12-07,398,405.3,397.15,402,7998863
2017-12-08,406,413.75,406,411.15,12288946
2017-12-11,412,415.2,409.05,410.15,5066242
2017-12-12,411.55,415.5,405.95,406.85,6151197
2017-12-13,407,409.85,400,401.95,5140689
2017-12-14,404,404.55,398.2,402.4,4674026
2017-12-15,406.5,409,404.2,405.1,5614113
2017-12-18,399,409.9,389.3,405.8,5356208
2017-12-19,407.35,421.7,407.35,420.1,9686883
2017-12-20,421.95,427.75,419.25,422.6,11191127
2017-12-21,424,426.05,419.55,420.8,4885225
2017-12-22,422.05,426.4,420.9,422,5345261
2017-12-26,422,425.15,421.15,424.2,3700655
2017-12-27,423.5,428.45,420.3,422.45,3673355
2017-12-28,423.5,423.7,416,418.6,5018893
2017-12-29,418,433.45,417.15,431.85,8640908
2018-01-01,430.95,436.4,422.25,424.45,6807536
2018-01-02,428.85,440.85,422,439.3,15331261
2018-01-03,440.4,441.4,431.95,433.9,9794953
2018-01-04,430,433.3,425.75,429.95,8395377
2018-01-05,431.25,436.35,429.8,431.6,7021611
2018-01-08,432,436.2,431.65,433.55,4635214
2018-01-09,434.25,443.5,433,437.55,12629045
2018-01-10,438,439.3,431.3,433.3,4702579
2018-01-11,433.5,437.6,432.9,434.75,4565005
2018-01-12,437,441.45,432.1,437.1,7408870
2018-01-15,438.05,440.05,431.05,432.35,4042775
2018-01-16,433,435.2,419.5,421.9,5623745
2018-01-17,422.05,424.5,410.1,422.95,10204447
2018-01-18,424,428.3,414.45,418.95,9579830
2018-01-19,415.2,421.95,415.05,418.05,3894062
2018-01-22,419.05,424.4,418.45,421.9,4643782
2018-01-23,422.8,422.8,414.75,418,6185011
2018-01-24,416,416.25,402.65,403.6,10789570
2018-01-25,403.45,407.65,398,400.3,16312167
2018-01-29,402.5,405.9,398.1,399.25,5789602
2018-01-30,400,402.3,395,395.85,6963005
2018-01-31,395.5,400.95,395.25,399.5,5111454
2018-02-01,399.9,403.8,390.55,393.65,7259426
2018-02-02,392,397.4,381.3,383.75,10070356
2018-02-05,381,398,380,395.8,9876017
2018-02-06,363,379.85,356.5,375.45,25294860
2018-02-07,380.4,385.4,375.2,377.8,12706795
2018-02-08,379.9,380,372.2,374.85,12452396
2018-02-09,369.9,373.2,368,368.75,8816777
2018-02-12,373.4,376.2,370.2,371.8,6002369
2018-02-14,372.9,382.3,370.6,376.85,9623436
2018-02-15,379.8,382.2,373.1,375.8,10225880
2018-02-16,378,379.4,367.6,370.75,8545282
2018-02-19,373.7,374.7,362.8,368.75,5658765
2018-02-20,370.35,370.9,366.5,369.3,3972114
2018-02-21,372.5,372.5,362.85,364.45,8640166
2018-02-22,363,363,357.5,358.5,10870704
2018-02-23,360.1,364.6,358.75,360.2,6751064
2018-02-26,362,373.5,362,372.05,10576794
2018-02-27,375,376.6,370.35,372.55,6156672
2018-02-28,370,373.65,367.15,369.9,8009429
2018-03-01,369.75,376.3,369.05,370.75,6991806
2018-03-05,368.75,368.75,350.1,352.05,14665325
2018-03-06,355.15,357.95,345,346.5,8876632
2018-03-07,345,355.3,343.25,347.8,15599393
2018-03-08,350.8,351.9,341.05,345.15,7674221
2018-03-09,345.55,348.7,340.15,341.5,5519224
2018-03-12,345,353.8,340.35,352.6,8238960
2018-03-13,352.6,356.45,350,353.15,6184241
2018-03-14,351,354.9,349.6,354.05,3820313
2018-03-15,354.05,358.4,351.1,353.1,4331145
2018-03-16,352.05,352.6,338.4,339.75,14205582
2018-03-19,341.2,342.1,332.55,335.7,9391347
2018-03-20,335.5,340.4,333.55,338.8,5080453
2018-03-21,339.9,342.25,332.25,333.85,6812442
2018-03-22,338.5,340.25,334.8,338.2,9255091
2018-03-23,330,334.8,329.6,330.85,8578297
2018-03-26,328.8,333.9,324.3,332.35,8907023
2018-03-27,333.95,335.8,330.1,331.15,6822448
2018-03-28,331.5,333.65,325.2,326.85,10975624
2018-04-02,335,340.8,332.7,339.15,9874486
2018-04-03,338.4,344.5,337.15,343.1,6989584
2018-04-04,346.8,363.7,346.25,355.6,27157199
2018-04-05,362.6,372.35,359.8,362.2,28886070
2018-04-06,362,368.35,356.45,364.1,13297051
2018-04-09,361.9,368.6,357,358.3,9555113
2018-04-10,360.5,362.35,351.5,353.25,8201215
2018-04-11,355,357.15,350.5,355.8,5622957
2018-04-12,358,364.4,357,358.4,13145938
2018-04-13,357.9,361,354.4,357.05,5935628
2018-04-16,350.8,352.8,337.55,339.15,19157051
2018-04-17,342.3,344.2,332.6,336.45,14241074
2018-04-18,338.2,339.75,333.4,334.8,6699271
2018-04-19,336.5,337,332.5,334.25,7087115
2018-04-20,335.95,343.25,334.6,336,11908652
2018-04-23,335.95,339.5,333,334.05,8056732
2018-04-24,334.8,335,330.6,331.55,9210931
2018-04-25,330.8,334,327.75,328.6,6306039
2018-04-26,329.9,335.95,326,330.25,16647689
2018-04-27,333,337.65,331.05,336.9,8804236
2018-04-30,338.5,342.75,337.25,340.4,5937740
2018-05-02,349.2,351.65,335,336.05,16022148
2018-05-03,335.5,335.9,329.15,333.5,6870513
2018-05-04,333.75,337.3,329.5,334.4,6660062
2018-05-07,337.85,337.85,333.7,335.15,3888627
2018-05-08,336.3,336.6,330.25,332.15,8114997
2018-05-09,331,347.25,331,341.95,19019847
2018-05-10,343.75,343.75,332.75,333.6,11158000
2018-05-11,334,334,330,330.8,7365579
2018-05-14,333,333,323,323.6,8312976
2018-05-15,324,324.05,305.7,310.1,15323964
2018-05-16,309.95,315.75,306.7,310.25,12051269
2018-05-17,313.1,319.5,309.3,314.9,10214660
2018-05-18,314.75,315,303.5,304.6,11688577
2018-05-21,304.75,307.2,294.7,295.9,11549490
2018-05-22,296.55,312.5,296.55,307.7,17199292
2018-05-23,311.1,317.25,305.4,309.45,17698475
2018-05-24,300,307.65,284.1,288.65,46104103
2018-05-25,290.4,297.45,286.25,294.15,19240172
2018-05-28,293.75,299.9,290.3,296.3,8516862
2018-05-29,296.8,300,293,294.65,9816561
2018-05-30,289.95,292.25,286.15,288.9,11649429
2018-05-31,289.95,290.85,281.6,282.5,28771987
2018-06-01,284.5,290.35,283.05,287.2,15840810
2018-06-04,292.5,293.85,286,286.65,10835487
2018-06-05,286.65,288.25,283.6,284.95,7456195
2018-06-06,286.85,296.9,285.25,295.65,19754001
2018-06-07,296.3,306.9,295.25,305.4,22839023
2018-06-08,305.7,315.55,302.4,309.95,27249374
2018-06-11,310.9,313.9,306.65,309.75,14650133
2018-06-12,310.95,313.65,307.2,307.8,7932388
2018-06-13,309.2,311.25,307,308.4,7280886
2018-06-14,308.5,309.6,303.8,305.9,6532693
2018-06-15,305.75,307.65,300.55,302.95,8224497
2018-06-18,302.9,311,302.1,308.8,8787098
2018-06-19,309.6,312.8,303.3,305.05,10498362
2018-06-20,304.9,308.25,304.05,305.6,6607472
2018-06-21,307.9,308.5,305.5,307,5085379
2018-06-22,306.85,308.9,303.2,308,6033095
2018-06-25,306.3,306.3,287.6,289.4,16392183
2018-06-26,288.4,288.4,275.1,276.85,30728620
2018-06-27,278.5,279.5,270,271.05,19077416
2018-06-28,272,272.65,261.85,263.35,19507165
2018-06-29,265.45,270.5,262.65,269.3,14765516
2018-07-02,276,276.05,265.6,266.7,16495647
2018-07-03,269.5,271.5,267.2,269.45,11484332
2018-07-04,270,271.5,265.65,267.05,7394858
2018-07-05,263.5,263.75,252.55,261.55,20820454
2018-07-06,262,272.5,261.85,270.85,19215897
2018-07-09,274.6,277,272.05,273.5,9387556
2018-07-10,274.9,276.9,272.9,275.45,6351033
2018-07-11,276.4,276.4,267.1,267.8,7356582
2018-07-12,269.6,272,265.5,266.1,8573517
2018-07-13,267.3,269.4,262.7,263.6,8352827
2018-07-16,260.5,260.8,250.5,252.1,11067012
2018-07-17,253,259,252.3,257.95,6350966
2018-07-18,259.45,259.45,247.3,251.85,9348644
2018-07-19,254,257.85,251.2,252.5,9556686
2018-07-20,252.7,254,251,253.4,6422014
2018-07-23,254.95,259.5,251.1,258.75,8891743
2018-07-24,258.75,263.75,257.1,258.8,9906160
2018-07-25,260,261.7,256.1,257.85,6721386
2018-07-26,260.1,263,257.5,258.25,8817721
2018-07-27,259.1,269.7,258.55,268.15,15275469
2018-07-30,267.75,271.65,266.2,267.5,7801098
2018-07-31,268.95,270.45,262.2,264.1,10026055
2018-08-01,250,268,250,265.05,53282545
2018-08-02,263.45,266.45,258.7,260.85,17421472
2018-08-03,262.15,263.85,257.6,258.45,9044248
2018-08-06,259.95,261.8,252.5,254.05,11371744
2018-08-07,255.2,256,250.55,251.6,14490829
2018-08-08,253.5,258.25,251.85,255.15,16125867
2018-08-09,256.65,260.4,255.5,257.85,7777719
2018-08-10,257.25,258.65,249.55,250.1,14606037
2018-08-13,249.25,249.7,243.1,248.7,13877900
2018-08-14,248.6,249.85,247.2,248.8,9171033
2018-08-16,245.8,252.8,245.25,251.3,14148347
2018-08-17,253.7,260.1,253,258.25,16117660
2018-08-20,261.85,271.85,259.2,270.1,25576718
2018-08-21,271.85,274.7,266.7,268.8,19505584
2018-08-23,269.2,269.2,256,256.9,18667622
2018-08-24,257,258.65,255,255.5,8703468
2018-08-27,257,259.5,256.5,258.8,6127707
2018-08-28,261.7,263.25,259.05,260,8506857
2018-08-29,261.05,263.5,261,261.7,5117552
2018-08-30,262.3,263,259,259.35,6333570
2018-08-31,259.1,268.25,258.1,267.5,12360078
2018-09-03,271.4,273,265.25,266.6,14597832
2018-09-04,270.5,270.8,260.35,261.95,14775900
2018-09-05,261,271,255.4,266.5,10084307
2018-09-06,269.7,272,263.85,269.95,14736214
2018-09-07,269.55,279.9,269.25,277.4,26189156
2018-09-10,276,282,271.75,275.7,21322969
2018-09-11,277.25,278.85,265.7,267.3,13444031
2018-09-12,268.2,268.2,258.85,262.4,14456273
2018-09-14,265,269.6,263.4,266.6,10710620
2018-09-17,263.35,264.1,259.65,260.25,9461420
2018-09-18,257.75,259.8,250.6,251.5,11554420
2018-09-19,253.55,255,251,252.6,7845650
2018-09-21,255.05,257.7,228.85,250.35,18547453
2018-09-24,250.2,251,239.35,240.2,8889259
2018-09-25,241,243.5,235.45,240.8,9030367
2018-09-26,242.3,243.2,229.55,233.35,17810869
2018-09-27,234.8,236.55,223.1,225.25,17430781
2018-09-28,227.9,230.7,219.5,223.7,14196824
2018-10-01,225,230.45,220,229.35,9743094
2018-10-03,230,232.8,225.8,227.6,9094685
2018-10-04,224,230.8,221.75,223.25,13898979
2018-10-05,222.75,226.45,214.75,216.25,10471026
2018-10-08,217.8,218.5,208.1,212.35,11854170
2018-10-09,205.7,206,170.3,184.35,142760251
2018-10-10,186,190.95,185.05,188.75,35670907
2018-10-11,180.65,187.75,178,182.95,19323517
2018-10-12,185.95,188.4,182.6,183.75,18014894
2018-10-15,186.5,186.5,182.7,184.35,11658409
2018-10-16,185.2,187.25,184.55,185.85,9695745
2018-10-17,187.6,187.8,179.1,179.95,12004524
2018-10-19,178.95,179.75,174,174.7,10469358
2018-10-22,176.4,176.85,170.05,170.75,11721075
2018-10-23,170,175.7,169.55,170.65,15588511
2018-10-24,173.9,175,169,170.65,15421903
2018-10-25,168.95,169.75,164.6,165.35,14877057
2018-10-26,166,172.8,165.9,168.5,19584723
2018-10-29,169.95,176.5,167.7,175.35,14171750
2018-10-30,177,181.5,176.05,177.25,15602414
2018-10-31,178.3,180,173.45,179.1,12579712
2018-11-01,182,186.05,178.2,179.45,28947802
2018-11-02,180.95,191.85,180.9,190.3,29425248
2018-11-05,191.3,191.3,186.65,189.8,14818506
2018-11-06,192.45,199.95,191.75,193.25,35339222
2018-11-07,194.95,195.75,193.35,194.85,3932893
2018-11-09,192.9,200.75,192,195.25,22341961
2018-11-12,194.45,194.45,185.2,186.05,20789180
2018-11-13,180.75,183,178.35,179.5,22189598
2018-11-14,180.5,183,176.25,176.8,15795883
2018-11-15,178,182.7,177.5,180.2,18740276
2018-11-16,180.9,181.85,177.85,179.9,10022823
2018-11-19,180.6,185.5,179.1,184.6,14522581
2018-11-20,184.05,188.3,183.2,183.75,13114982
2018-11-21,184.4,186.75,183.75,184.15,8097107
2018-11-22,185.5,186.15,181.75,182.55,9135857
2018-11-26,183.9,184.45,177,181.75,9865426
2018-11-27,181.7,184.55,178.55,180.05,11639680
2018-11-28,181,181.35,174,174.45,12504717
2018-11-29,175.95,179.35,173.45,177.25,20892744
2018-11-30,172,174.9,170.35,171.95,18393012
2018-12-03,173.25,176.45,170,175.45,14068885
2018-12-04,177.95,178.75,175.3,175.75,11481923
2018-12-05,173,173,168.6,169.2,14960527
2018-12-06,168.5,168.7,161.6,162.65,15428019
2018-12-07,162.25,164.2,160.8,162.4,13545006
2018-12-10,159.9,160.5,156.5,157.1,13520495
2018-12-11,155,159.5,154.65,158.1,12094881
2018-12-12,159.5,167.1,158,164.1,22461175
2018-12-13,166,168,165.55,166.85,12235499
2018-12-14,166,168.4,164.85,166.95,10091732
2018-12-17,167.25,175.95,167.25,173.95,28526103
2018-12-18,174,177.6,173.1,174.75,18015933
2018-12-19,176.5,176.5,172.5,173.9,11540042
2018-12-20,173,177.3,171.75,176.4,15819006
2018-12-21,177,180.5,175.15,176.25,23742481
2018-12-24,176.25,177.85,171.5,172.5,11374468
2018-12-26,171.45,172.2,167.6,170.9,12044191
2018-12-27,172.75,173.4,167.7,168.25,15231581
2018-12-28,169.4,172.2,169.15,170.85,8669584
2018-12-31,172.45,173.9,171.75,172.7,8511388
2019-01-01,173.5,174.2,171.3,173.45,6715543
2019-01-02,170.6,171.75,168,168.55,13410104
2019-01-03,169,170.15,165.1,166.05,9321842
2019-01-04,169,171.95,168.5,170.95,17650435
2019-01-07,173.2,178.2,173.2,175.35,21438351
2019-01-08,176.1,180.5,176.1,179.95,20128985
2019-01-09,181.5,183.6,180.2,183.05,17468948
2019-01-10,183.65,186.85,183.55,185.75,16961888
2019-01-11,186.55,187.75,179.4,180.3,25902974
2019-01-14,180.3,198.3,177.45,182.4,18935120
2019-01-15,183.3,185.8,181.25,185.35,13536578
2019-01-16,186,187.35,184.05,185.45,11874245
2019-01-17,186,187.3,183.4,184.9,9365756
2019-01-18,185.65,185.65,181.3,183.3,6797621
2019-01-21,184.3,184.95,180.65,181.5,6918258
2019-01-22,181.5,181.5,175.95,180.85,9775717
2019-01-23,181.7,182.7,178.55,180.25,9778926
2019-01-24,180,180.3,173.7,175.4,13461254
2019-01-25,175.95,178.9,171.95,173.25,12136892
2019-01-28,173.3,175.35,169.4,172.3,8167430
2019-01-29,172.35,174.9,170.9,173.6,6141180
2019-01-30,174.3,176.75,173.3,174.6,7757847
2019-01-31,175.8,183.9,175.8,181.2,22277646
2019-02-01,182,185.9,179.55,181.65,14931422
2019-02-04,181,183.7,178.2,180.25,11854351
2019-02-05,180.7,181.15,174.7,175.8,12064426
2019-02-06,176,179.45,171.9,178.5,10334594
2019-02-07,179,185,178.9,182.85,16152722
2019-02-08,164.6,164.6,129,150.7,102256857
2019-02-11,150.15,153.25,145.85,152.65,26161867
2019-02-12,152.95,154.4,150.6,151.8,14174912
2019-02-13,152.95,156.65,151.5,155,15340343
2019-02-14,155.95,161,153.8,159.85,16348306
2019-02-15,159.8,162.3,153.15,161.65,20705576
2019-02-18,162.8,163.45,159.2,162.9,13503666
2019-02-19,164,165.95,161.55,163.75,14533142
2019-02-20,164.45,166.7,163.75,164.8,11610728
2019-02-21,165.6,170.6,165.1,169.7,14811723
2019-02-22,170,175.3,167.85,174.3,13011477
2019-02-25,175.15,177.5,173.5,175.75,15554532
2019-02-26,173,183.45,172.5,182.65,31859427
2019-02-27,183.55,186.1,176.1,177.35,19723906
2019-02-28,180,181.55,176.6,177.45,18692372
2019-03-01,178.65,184,177.35,180.3,20539919
2019-03-05,183.8,198.35,181.4,194.05,58138551
2019-03-06,195.4,195.4,187.75,188.8,22468702
2019-03-07,191.4,193.45,187.8,189.3,27051501
2019-03-08,187.8,187.95,180,181.2,28012914
2019-03-11,182,184.6,181.05,181.85,25669662
2019-03-12,184.4,186,183.55,184.8,18657724
2019-03-13,184.45,184.9,180.4,181.7,9769821
2019-03-14,181.5,182.45,177.65,179.55,15737080
2019-03-15,180.2,181.4,177.6,180,17490993
2019-03-18,181,184.7,179.5,182.25,14690339
2019-03-19,182,184.5,180.75,182.85,10318028
2019-03-20,183,183.45,179.6,180.2,7543753
2019-03-22,181.95,182,174.9,175.4,11505994
2019-03-25,173.7,173.8,170.55,171.3,11864723
2019-03-26,171.9,173.6,171.6,173.1,7820112
2019-03-27,174,175,169.15,169.85,10047628
2019-03-28,169,171.4,167.55,170.55,13203927
2019-03-29,171.15,177.05,171,174.25,17780440
2019-04-01,176.35,189.75,176.35,187.35,46389181
2019-04-02,188.05,204.4,185.3,202.95,100834335
2019-04-03,205,208.95,199.2,201.35,81779620
2019-04-04,201.85,206.9,201.05,206.15,41268908
2019-04-05,208,209.5,202.3,205.15,32057373
2019-04-08,206,207.4,198.8,200.55,23877595
2019-04-09,200,207.6,198.15,205.9,29611268
2019-04-10,206,217.4,205.6,216.05,69349488
2019-04-11,216.6,219.2,213.3,218.2,41859862
2019-04-12,218.95,219,215,215.95,21788548
2019-04-15,217.15,233.25,217.15,231.75,57283251
2019-04-16,233.8,234.1,225.65,230.5,41653657
2019-04-18,231.9,239.3,230.6,236.25,42451178
2019-04-22,235,239.35,231.7,234.85,30282217
2019-04-23,235,235.85,230.25,231.65,18975358
2019-04-24,231.65,232.95,217.6,223.6,50317411
2019-04-25,223.4,225.9,220.25,221.85,27132908
2019-04-26,221.9,221.9,214,215.6,26038093
2019-04-30,216.2,218.65,210.3,214.3,21289116
2019-05-02,211,212.65,206.5,207.3,21986007
2019-05-03,205,213.65,203.05,209.45,37153857
2019-05-06,204,204.5,198,199.8,30117667
2019-05-07,201.7,202.85,189.35,190.95,30516908
2019-05-08,190,190.9,183.8,185.1,28443735
2019-05-09,184.3,189.8,182.3,186.35,32841616
2019-05-10,187,190.6,184.3,185.9,28910719
2019-05-13,186.2,187.15,179.6,180.75,15373536
2019-05-14,178.25,186.05,177.8,184.5,21412933
2019-05-15,185.55,185.95,167.4,169.45,31427815
2019-05-16,176,177.55,172.8,175.4,30308248
2019-05-17,174.95,177.7,170.2,176.85,21575989
2019-05-20,181.45,192,179.25,190.15,29873588
2019-05-21,185.25,186.9,174.05,176.8,57822527
2019-05-22,177.6,180.4,174.8,179.1,25845734
2019-05-23,182.85,182.85,173.5,175.15,22912106
2019-05-24,177,183.5,175.35,182.3,22494409
2019-05-27,181.75,183.5,179.3,181.35,14774311
2019-05-28,181.35,185.3,179.8,180.25,23272915
2019-05-29,179.85,180,175.35,176.35,15222008
2019-05-30,177.5,178.5,173.1,175.15,18078726
2019-05-31,177.8,177.85,170,172.6,21488115
2019-06-03,170.5,175,168.4,174.5,21288078
2019-06-04,174.25,177.2,172.4,173.25,17428731
2019-06-06,174.05,175.85,168.85,169.7,16874819
2019-06-07,169.9,171.7,167.25,169.5,14465703
2019-06-10,170.9,172.05,163.55,166.2,20209862
2019-06-11,166.85,171.9,165.65,170.75,20363493
2019-06-12,170.9,172.2,168.1,169.05,12819208
2019-06-13,166.9,168.9,164.5,167.4,15144315
2019-06-14,167.5,167.5,163.5,164.2,10920508
2019-06-17,163.75,164.15,158,158.75,14381813
2019-06-18,159,161,156.75,158.3,14003043
2019-06-19,160,163.75,152.5,154.65,25257018
2019-06-20,153.45,160,152.15,159.25,19247947
2019-06-21,155,160.75,154.5,158.9,23304207
2019-06-24,158.7,160.2,156.2,159.3,13185118
2019-06-25,158,161,156.85,160.45,13368928
2019-06-26,160.1,162.2,158.75,161.1,18481332
2019-06-27,161.85,168,161.1,165.85,26612983
2019-06-28,165.2,166.75,161.35,162.55,15092229
2019-07-01,163.7,169.4,163.2,168,23990900
2019-07-02,166.8,167.35,161.35,163.75,16903683
2019-07-03,163.75,165,161.7,162.3,13606179
2019-07-04,162.5,167.75,162,165.2,19512938
2019-07-05,165.15,166.95,159.5,160.2,14374084
2019-07-08,159.35,159.5,153.5,154.55,15149035
2019-07-09,154,157.15,152.75,155.8,16112345
2019-07-10,156.25,156.25,149.1,151.65,31737846
2019-07-11,153,157.7,150.35,156.8,24099895
2019-07-12,155.9,162.85,154,159.3,27307153
2019-07-15,159,162.6,157.85,160.95,19924720
2019-07-16,159.8,170.95,159.05,170,39025331
2019-07-17,170,172.35,166.3,167.9,25236730
2019-07-18,167.25,167.25,160,160.75,19055022
2019-07-19,161.45,162.4,153.85,154.85,18954216
2019-07-22,155.45,159.3,155.25,156.75,15995349
2019-07-23,157.4,159,154.8,156.2,12942555
2019-07-24,156.35,157.55,150.5,151.25,16292964
2019-07-25,151.3,152.5,143.75,144.3,34364032
2019-07-26,138.1,150.15,138.1,147.15,83905651
2019-07-29,146.9,146.9,136.85,137.55,38844222
2019-07-30,138,139.7,132.6,133.45,35725524
2019-07-31,133.5,136.4,132.5,135.6,27024859
2019-08-01,135.5,136.3,127.55,129.55,38991424
2019-08-02,128.5,133.2,127,130.7,44016138
2019-08-05,128,128.2,122.3,123.75,35452262
2019-08-06,123.05,126.55,121.75,122.5,34790369
2019-08-07,122.6,123.85,116.5,117.4,37287779
2019-08-08,118,125,116.9,124.05,35876237
2019-08-09,124.5,126.5,120.7,122.05,39245417
2019-08-13,123.8,126.3,121,121.95,35498118
2019-08-14,122.7,123.8,118.6,120.9,30136178
